registration_id,customer_id,registration_datetime,registration_source,device_type,browser,country
WEB00982,CUST00554,2026-02-04 23:36:07,Advertisement,Desktop,Safari,Germany
WEB00983,CUST01658,2025-10-19 11:12:50,Direct,Tablet,Chrome,Australia
WEB00984,CUST01492,2026-06-12 23:06:30,Advertisement,Tablet,Safari,Germany
WEB00985,CUST01107,2026-05-30 10:52:50,Direct,Desktop,Edge,UK
WEB00986,CUST01117,2026-06-08 18:21:33,Social Media,Mobile,Safari,France
WEB00987,CUST00023,2026-04-24 22:20:54,Advertisement,Tablet,Firefox,India
WEB00988,CUST00376,2025-04-02 15:24:39,Advertisement,Desktop,Chrome,Singapore
WEB00989,CUST01605,2026-04-10 09:54:22,Organic Search,Mobile,Safari,India
WEB00990,CUST01850,2025-03-06 21:17:54,Direct,Tablet,Edge,India
WEB00991,CUST01542,2026-03-05 17:02:16,Organic Search,Mobile,Chrome,France
WEB00992,CUST00425,2026-06-14 22:39:27,Organic Search,Desktop,Safari,UK
WEB00993,CUST02000,2026-05-22 05:30:58,Referral,Mobile,Edge,Australia
WEB00994,CUST00999,2025-06-13 05:49:13,Referral,Tablet,Firefox,Singapore
WEB00995,CUST00966,2026-03-04 02:44:25,Social Media,Mobile,Edge,Germany
WEB00996,CUST00834,2026-05-14 13:11:06,Referral,Desktop,Safari,UK
WEB00997,CUST01558,2025-01-25 06:59:01,Advertisement,Desktop,Edge,Australia
WEB00998,CUST01408,2025-08-31 19:59:33,Referral,Tablet,Edge,India
WEB00999,CUST01427,2025-04-10 10:03:11,Direct,Mobile,Safari,UK
WEB01000,CUST00004,2025-07-27 18:02:47,Organic Search,Desktop,Edge,India
WEB01001,CUST00991,2026-06-19 00:55:22,Advertisement,Mobile,Chrome,India
WEB01002,CUST00269,2025-04-17 01:39:42,Direct,Tablet,Edge,Singapore
WEB01003,CUST00348,2026-02-08 05:37:49,Direct,Mobile,Edge,USA
WEB01004,CUST01462,2026-08-03 17:11:43,Advertisement,Tablet,Safari,India
WEB01005,CUST00889,2026-05-14 03:37:08,Direct,Tablet,Chrome,Germany
WEB01006,CUST01826,2025-02-08 03:20:47,Advertisement,Desktop,Chrome,France
WEB01007,CUST00313,2026-07-15 09:41:32,Social Media,Tablet,Firefox,France
WEB01008,CUST01902,2025-11-09 00:56:37,Referral,Mobile,Edge,USA
WEB01009,CUST00610,2026-08-17 11:29:32,Referral,Mobile,Chrome,UK
WEB01010,CUST01286,2026-03-05 10:02:09,Organic Search,Desktop,Safari,Australia
WEB01011,CUST01746,2026-03-25 19:28:40,Advertisement,Desktop,Chrome,France
WEB01012,CUST00292,2025-09-07 02:41:38,Social Media,Tablet,Safari,India
WEB01013,CUST00507,2025-04-04 10:07:24,Social Media,Tablet,Firefox,Germany
WEB01014,CUST00603,2025-06-26 03:55:51,Advertisement,Desktop,Safari,France
WEB01015,CUST01653,2025-10-27 02:14:35,Organic Search,Mobile,Safari,Australia
WEB01016,CUST01843,2025-04-04 17:51:44,Social Media,Desktop,Chrome,Australia
WEB01017,CUST00065,2025-01-11 19:49:34,Advertisement,Mobile,Firefox,France
WEB01018,CUST01588,2025-04-27 06:08:36,Advertisement,Desktop,Firefox,USA
WEB01019,CUST00978,2026-04-08 15:19:21,Referral,Mobile,Edge,UK
WEB01020,CUST01403,2026-07-18 03:50:05,Social Media,Tablet,Edge,France
WEB01021,CUST01482,2026-05-06 15:53:18,Advertisement,Mobile,Firefox,France
WEB01022,CUST01326,2025-09-04 00:52:53,Referral,Desktop,Safari,Australia
WEB01023,CUST01732,2025-10-30 19:37:55,Direct,Mobile,Safari,Australia
WEB01024,CUST00441,2025-01-20 12:23:51,Direct,Tablet,Firefox,India
WEB01025,CUST00051,2025-11-07 01:55:36,Referral,Tablet,Edge,France
WEB01026,CUST01048,2025-08-22 02:45:22,Advertisement,Tablet,Safari,UK
WEB01027,CUST01593,2025-08-14 02:05:28,Advertisement,Desktop,Chrome,Singapore
WEB01028,CUST00427,2025-12-31 01:13:48,Referral,Mobile,Chrome,Australia
WEB01029,CUST01783,2025-09-07 10:37:14,Advertisement,Mobile,Chrome,Germany
WEB01030,CUST00248,2026-01-04 10:48:50,Referral,Tablet,Safari,USA
WEB01031,CUST00307,2026-05-17 01:04:46,Referral,Desktop,Chrome,India
WEB01032,CUST01765,2025-02-26 03:16:48,Organic Search,Mobile,Edge,Australia
WEB01033,CUST00105,2026-06-21 13:25:26,Referral,Mobile,Chrome,Australia
WEB01034,CUST01950,2025-06-05 15:50:38,Referral,Desktop,Edge,USA
WEB01035,CUST00409,2026-03-08 03:34:39,Direct,Desktop,Edge,India
WEB01036,CUST00328,2026-03-15 01:49:27,Referral,Tablet,Safari,USA
WEB01037,CUST00474,2026-08-13 17:50:15,Referral,Tablet,Chrome,USA
WEB01038,CUST01658,2026-08-11 20:00:50,Organic Search,Desktop,Chrome,Singapore
WEB01039,CUST00381,2025-05-04 03:44:01,Organic Search,Desktop,Firefox,USA
WEB01040,CUST01242,2025-11-02 10:29:05,Social Media,Tablet,Chrome,Singapore
WEB01041,CUST01182,2026-06-26 12:25:29,Referral,Tablet,Edge,France
WEB01042,CUST01315,2025-02-21 06:06:17,Referral,Mobile,Chrome,France
WEB01043,CUST00507,2026-01-23 07:50:47,Advertisement,Mobile,Firefox,France
WEB01044,CUST01582,2026-06-06 09:05:58,Organic Search,Tablet,Firefox,Australia
WEB01045,CUST01443,2025-09-18 15:24:24,Direct,Desktop,Firefox,USA
WEB01046,CUST01292,2025-08-28 02:57:33,Social Media,Mobile,Firefox,Singapore
WEB01047,CUST01031,2026-03-14 09:09:41,Referral,Desktop,Edge,France
WEB01048,CUST00953,2025-04-09 03:49:23,Referral,Mobile,Safari,Singapore
WEB01049,CUST00913,2025-05-26 23:18:48,Organic Search,Desktop,Safari,Australia
WEB01050,CUST01749,2025-02-22 18:02:41,Direct,Tablet,Safari,Germany
WEB01051,CUST01736,2026-06-04 20:44:55,Social Media,Desktop,Safari,France
WEB01052,CUST00487,2026-04-12 03:50:22,Referral,Mobile,Firefox,India
WEB01053,CUST01192,2025-06-09 00:31:10,Direct,Mobile,Safari,Australia
WEB01054,CUST01471,2025-12-27 21:25:47,Advertisement,Desktop,Firefox,India
WEB01055,CUST00529,2026-02-18 13:06:23,Advertisement,Desktop,Safari,France
WEB01056,CUST00368,2025-05-04 19:27:23,Social Media,Mobile,Edge,France
WEB01057,CUST00179,2025-08-27 19:45:39,Direct,Tablet,Firefox,UK
WEB01058,CUST00301,2025-07-30 20:31:53,Referral,Desktop,Edge,USA
WEB01059,CUST01078,2025-08-07 02:28:27,Organic Search,Mobile,Edge,India
WEB01060,CUST00950,2026-01-30 09:36:00,Direct,Tablet,Safari,USA
WEB01061,CUST01495,2025-04-24 17:35:29,Organic Search,Desktop,Chrome,India
WEB01062,CUST01619,2025-05-26 15:28:06,Referral,Mobile,Edge,Singapore
WEB01063,CUST01349,2026-05-16 05:32:03,Referral,Mobile,Safari,India
WEB01064,CUST00893,2025-04-23 13:39:29,Advertisement,Desktop,Edge,France
WEB01065,CUST01610,2025-09-20 17:49:30,Direct,Tablet,Firefox,Germany
WEB01066,CUST01786,2026-03-22 09:27:01,Referral,Mobile,Safari,Germany
WEB01067,CUST01558,2025-09-06 05:07:19,Social Media,Mobile,Safari,France
WEB01068,CUST01291,2025-10-03 11:08:57,Organic Search,Desktop,Safari,France
WEB01069,CUST01040,2025-03-08 01:32:43,Direct,Mobile,Chrome,Singapore
WEB01070,CUST00586,2025-09-16 06:01:21,Advertisement,Desktop,Firefox,Germany
WEB01071,CUST00530,2025-03-27 05:01:19,Organic Search,Mobile,Safari,UK
WEB01072,CUST01824,2025-04-04 00:17:44,Referral,Mobile,Firefox,Singapore
WEB01073,CUST01650,2025-08-09 09:39:34,Referral,Desktop,Safari,Germany
WEB01074,CUST01743,2026-01-14 17:19:05,Social Media,Desktop,Edge,India
WEB01075,CUST00880,2025-01-26 16:57:16,Social Media,Mobile,Safari,India
WEB01076,CUST01514,2025-03-09 11:56:23,Advertisement,Mobile,Safari,UK
WEB01077,CUST00279,2025-12-23 22:39:21,Advertisement,Tablet,Safari,UK
WEB01078,CUST01802,2026-01-02 12:48:18,Organic Search,Mobile,Safari,Germany
WEB01079,CUST01787,2025-04-22 12:35:21,Direct,Desktop,Firefox,India
WEB01080,CUST01232,2025-02-05 15:14:02,Advertisement,Mobile,Firefox,Germany
WEB01081,CUST00412,2026-03-10 11:39:20,Direct,Tablet,Firefox,Germany
WEB01082,CUST01577,2026-07-29 03:13:52,Referral,Mobile,Edge,Singapore
WEB01083,CUST00334,2026-01-21 18:08:06,Direct,Tablet,Safari,India
WEB01084,CUST00104,2025-05-24 18:02:03,Referral,Tablet,Chrome,France
WEB01085,CUST00382,2025-10-09 01:14:04,Direct,Mobile,Safari,France
WEB01086,CUST00924,2026-06-05 15:37:29,Direct,Tablet,Firefox,Singapore
WEB01087,CUST00416,2025-05-01 14:12:27,Organic Search,Tablet,Edge,France
WEB01088,CUST01366,2025-02-12 06:31:05,Organic Search,Mobile,Firefox,Germany
WEB01089,CUST00554,2026-04-07 11:17:00,Organic Search,Desktop,Chrome,India
WEB01090,CUST01556,2026-01-26 05:14:56,Referral,Mobile,Firefox,UK
WEB01091,CUST01133,2026-08-15 09:50:38,Organic Search,Desktop,Safari,Germany
WEB01092,CUST01254,2025-10-21 14:28:01,Organic Search,Desktop,Chrome,USA
WEB01093,CUST00426,2026-02-28 19:41:03,Advertisement,Mobile,Edge,Germany
WEB01094,CUST01204,2025-09-29 01:02:43,Direct,Mobile,Firefox,Australia
WEB01095,CUST01730,2026-03-09 16:10:17,Advertisement,Desktop,Firefox,India
WEB01096,CUST01119,2026-02-07 09:54:30,Social Media,Tablet,Safari,Singapore
WEB01097,CUST00860,2025-04-27 22:06:53,Advertisement,Tablet,Firefox,UK
WEB01098,CUST01176,2026-05-15 05:24:44,Advertisement,Tablet,Firefox,Germany
WEB01099,CUST00946,2025-08-29 03:12:03,Organic Search,Desktop,Safari,Australia
WEB01100,CUST00014,2025-10-10 16:28:51,Referral,Tablet,Edge,Singapore
WEB01101,CUST01381,2025-02-19 10:52:27,Referral,Mobile,Chrome,France
WEB01102,CUST00999,2025-06-11 21:55:29,Direct,Tablet,Safari,France
WEB01103,CUST00113,2025-02-19 00:56:28,Direct,Desktop,Firefox,UK
WEB01104,CUST01748,2026-07-14 06:09:52,Organic Search,Tablet,Firefox,Germany
WEB01105,CUST00631,2025-09-24 07:26:49,Referral,Mobile,Edge,Singapore
WEB01106,CUST01548,2025-03-24 19:12:53,Advertisement,Tablet,Safari,Germany
WEB01107,CUST01373,2025-05-30 04:56:24,Social Media,Mobile,Chrome,USA
WEB01108,CUST01101,2026-01-29 10:53:00,Referral,Mobile,Chrome,India
WEB01109,CUST00767,2026-01-20 18:38:54,Advertisement,Desktop,Safari,India
WEB01110,CUST01768,2025-12-30 07:06:41,Advertisement,Desktop,Chrome,USA
WEB01111,CUST00186,2026-07-10 11:54:27,Referral,Mobile,Chrome,Singapore
WEB01112,CUST00363,2026-07-31 10:40:50,Organic Search,Desktop,Safari,India
WEB01113,CUST00982,2025-09-13 18:36:28,Referral,Tablet,Edge,India
WEB01114,CUST00028,2026-02-22 15:20:42,Organic Search,Desktop,Safari,UK
WEB01115,CUST00435,2025-03-17 06:51:22,Organic Search,Desktop,Chrome,UK
WEB01116,CUST00243,2025-02-19 10:48:08,Advertisement,Desktop,Chrome,Australia
WEB01117,CUST01764,2025-05-04 01:31:16,Social Media,Desktop,Firefox,France
WEB01118,CUST00084,2025-08-21 19:58:15,Social Media,Tablet,Safari,France
WEB01119,CUST00239,2025-09-30 16:35:42,Direct,Tablet,Edge,Australia
WEB01120,CUST01727,2026-08-02 13:41:10,Direct,Desktop,Firefox,Germany
WEB01121,CUST00152,2025-10-03 23:06:05,Advertisement,Mobile,Chrome,Australia
WEB01122,CUST00548,2025-10-08 11:44:02,Advertisement,Tablet,Edge,UK
WEB01123,CUST01121,2025-11-22 08:49:29,Direct,Tablet,Firefox,France
WEB01124,CUST00141,2025-02-27 22:30:12,Direct,Mobile,Chrome,India
WEB01125,CUST00402,2026-06-22 13:28:20,Social Media,Desktop,Chrome,Germany
WEB01126,CUST01843,2025-05-30 15:00:44,Referral,Tablet,Firefox,Australia
WEB01127,CUST01720,2026-06-28 04:12:04,Advertisement,Desktop,Chrome,UK
WEB01128,CUST01298,2026-03-22 23:14:13,Organic Search,Tablet,Chrome,Germany
WEB01129,CUST00356,2026-01-17 19:49:40,Direct,Mobile,Chrome,USA
WEB01130,CUST01919,2026-06-13 22:27:06,Referral,Tablet,Firefox,India
WEB01131,CUST00948,2025-04-03 02:14:16,Organic Search,Desktop,Firefox,Germany
WEB01132,CUST00770,2026-03-08 02:38:56,Advertisement,Tablet,Safari,UK
WEB01133,CUST01504,2025-04-10 16:58:49,Social Media,Mobile,Chrome,USA
WEB01134,CUST01388,2026-08-18 14:26:13,Advertisement,Tablet,Firefox,France
WEB01135,CUST00102,2025-06-28 12:11:42,Direct,Mobile,Safari,Germany
WEB01136,CUST01249,2025-07-28 02:39:35,Advertisement,Mobile,Safari,France
WEB01137,CUST02000,2026-03-08 21:47:32,Direct,Desktop,Firefox,France
WEB01138,CUST01358,2025-08-31 15:49:19,Referral,Tablet,Firefox,USA
WEB01139,CUST01535,2026-05-16 23:36:51,Direct,Desktop,Chrome,USA
WEB01140,CUST01350,2025-08-25 22:50:04,Referral,Desktop,Firefox,USA
WEB01141,CUST00672,2026-01-25 23:43:15,Social Media,Tablet,Chrome,France
WEB01142,CUST00403,2025-04-25 02:58:22,Advertisement,Desktop,Edge,Australia
WEB01143,CUST00943,2026-05-19 11:06:46,Advertisement,Desktop,Edge,UK
WEB01144,CUST00588,2025-01-16 10:21:57,Organic Search,Mobile,Firefox,India
WEB01145,CUST00312,2025-05-23 19:42:21,Referral,Tablet,Safari,France
WEB01146,CUST01254,2026-04-14 14:23:00,Referral,Desktop,Safari,Australia
WEB01147,CUST00788,2026-02-10 14:20:50,Social Media,Mobile,Safari,UK
WEB01148,CUST01389,2025-04-16 16:39:18,Direct,Tablet,Chrome,Germany
WEB01149,CUST00630,2025-06-12 16:06:10,Direct,Desktop,Chrome,Singapore
WEB01150,CUST00425,2025-06-21 12:01:29,Advertisement,Tablet,Chrome,Singapore
WEB01151,CUST00615,2026-01-26 11:36:05,Organic Search,Mobile,Safari,UK
WEB01152,CUST00016,2025-07-22 16:15:59,Referral,Desktop,Firefox,UK
WEB01153,CUST01542,2025-01-17 20:44:24,Direct,Desktop,Firefox,USA
WEB01154,CUST01372,2025-08-20 08:09:38,Social Media,Mobile,Safari,Germany
WEB01155,CUST01603,2025-12-30 10:34:30,Referral,Mobile,Edge,Germany
WEB01156,CUST01345,2025-08-23 14:38:31,Referral,Desktop,Edge,USA
WEB01157,CUST00733,2026-06-15 16:15:54,Direct,Tablet,Firefox,USA
WEB01158,CUST01768,2026-01-25 16:37:55,Social Media,Desktop,Edge,Germany
WEB01159,CUST00233,2025-06-06 02:05:30,Direct,Mobile,Chrome,USA
WEB01160,CUST01264,2026-01-22 23:01:48,Organic Search,Mobile,Safari,Germany
WEB01161,CUST00087,2026-05-31 05:14:35,Advertisement,Desktop,Safari,France
WEB01162,CUST01489,2026-07-30 11:15:16,Organic Search,Desktop,Edge,Singapore
WEB01163,CUST01904,2025-02-02 12:10:12,Referral,Desktop,Chrome,Singapore
WEB01164,CUST01235,2025-06-12 16:09:19,Organic Search,Tablet,Edge,Australia
WEB01165,CUST00207,2026-01-26 16:09:37,Direct,Tablet,Edge,India
WEB01166,CUST00162,2025-01-11 17:21:19,Direct,Mobile,Edge,USA
WEB01167,CUST01307,2025-09-08 01:37:29,Direct,Mobile,Safari,Singapore
WEB01168,CUST00952,2025-12-20 18:33:20,Organic Search,Desktop,Firefox,France
WEB01169,CUST00181,2025-01-17 14:51:19,Referral,Desktop,Safari,France
WEB01170,CUST01229,2025-03-11 16:51:39,Direct,Mobile,Chrome,France
WEB01171,CUST01588,2026-01-18 09:09:06,Referral,Desktop,Chrome,Germany
WEB01172,CUST01277,2025-10-09 03:22:50,Organic Search,Mobile,Edge,Singapore
WEB01173,CUST00722,2025-04-06 07:48:31,Social Media,Mobile,Chrome,India
WEB01174,CUST01973,2025-01-13 11:45:55,Referral,Mobile,Firefox,Australia
WEB01175,CUST00659,2025-10-23 23:06:13,Direct,Desktop,Chrome,Singapore
WEB01176,CUST01990,2026-07-04 10:39:07,Referral,Mobile,Chrome,France
WEB01177,CUST00050,2025-05-27 20:32:05,Advertisement,Desktop,Chrome,Singapore
WEB01178,CUST00185,2025-09-07 19:06:05,Social Media,Mobile,Edge,Singapore
WEB01179,CUST01930,2025-03-15 22:36:54,Social Media,Tablet,Edge,USA
WEB01180,CUST00263,2025-08-14 22:20:19,Organic Search,Tablet,Edge,France
WEB01181,CUST00969,2025-03-08 11:24:18,Advertisement,Mobile,Edge,UK
WEB01182,CUST01339,2025-05-18 10:57:53,Social Media,Desktop,Chrome,Germany
WEB01183,CUST00300,2026-01-11 06:35:33,Direct,Mobile,Chrome,Australia
WEB01184,CUST00334,2025-10-10 03:04:12,Direct,Desktop,Safari,France
WEB01185,CUST00255,2025-04-28 23:12:06,Organic Search,Desktop,Chrome,Singapore
WEB01186,CUST01405,2025-03-25 10:08:14,Direct,Desktop,Edge,India
WEB01187,CUST01363,2025-07-04 04:30:27,Referral,Desktop,Chrome,France
WEB01188,CUST01474,2026-05-07 23:50:23,Direct,Tablet,Edge,Australia
WEB01189,CUST00416,2025-05-01 08:05:19,Advertisement,Tablet,Firefox,USA
WEB01190,CUST01791,2025-07-14 04:33:09,Direct,Tablet,Firefox,Germany
WEB01191,CUST00992,2025-03-17 08:43:19,Referral,Desktop,Safari,Germany
WEB01192,CUST00524,2026-01-02 23:50:12,Advertisement,Desktop,Chrome,France
WEB01193,CUST00388,2025-01-02 15:16:18,Advertisement,Mobile,Firefox,India
WEB01194,CUST00805,2025-04-29 18:41:55,Organic Search,Mobile,Firefox,UK
WEB01195,CUST00767,2025-10-14 21:53:17,Direct,Tablet,Chrome,Australia
WEB01196,CUST01669,2026-02-02 04:00:31,Referral,Tablet,Chrome,Germany
WEB01197,CUST01532,2026-04-04 09:34:48,Social Media,Tablet,Firefox,Singapore
WEB01198,CUST01295,2026-03-20 02:22:10,Advertisement,Tablet,Firefox,Germany
WEB01199,CUST00056,2025-02-11 09:57:36,Advertisement,Mobile,Chrome,Germany
WEB01200,CUST00935,2025-12-16 07:07:31,Direct,Desktop,Chrome,France
WEB01201,CUST00457,2025-04-13 14:56:11,Organic Search,Tablet,Chrome,Germany
WEB01202,CUST01154,2025-12-20 16:39:22,Referral,Mobile,Safari,Germany
WEB01203,CUST01843,2026-06-14 21:29:47,Referral,Tablet,Chrome,India
WEB01204,CUST01792,2025-01-16 09:48:14,Advertisement,Tablet,Safari,Germany
WEB01205,CUST01318,2026-06-29 04:32:15,Referral,Desktop,Chrome,Singapore
WEB01206,CUST00416,2026-07-07 01:36:41,Direct,Tablet,Safari,France
WEB01207,CUST01767,2026-07-27 20:08:29,Advertisement,Mobile,Firefox,Australia
WEB01208,CUST01263,2025-01-21 01:19:07,Advertisement,Desktop,Safari,Australia
WEB01209,CUST00049,2026-01-10 07:23:32,Advertisement,Desktop,Edge,France
WEB01210,CUST00068,2025-06-06 10:10:16,Referral,Mobile,Firefox,USA
WEB01211,CUST01756,2025-01-10 08:15:37,Direct,Mobile,Edge,Singapore
WEB01212,CUST00222,2025-02-07 06:00:03,Referral,Tablet,Chrome,Singapore
WEB01213,CUST01563,2025-03-18 04:09:12,Social Media,Desktop,Firefox,Australia
WEB01214,CUST00048,2025-09-03 19:55:03,Direct,Mobile,Chrome,UK
WEB01215,CUST00252,2025-05-12 00:55:15,Organic Search,Desktop,Edge,Singapore
WEB01216,CUST00018,2025-02-17 04:32:02,Referral,Mobile,Chrome,Germany
WEB01217,CUST00886,2025-07-30 01:25:22,Direct,Desktop,Firefox,France
WEB01218,CUST01619,2025-10-15 11:01:36,Advertisement,Desktop,Safari,Singapore
WEB01219,CUST00776,2025-07-28 17:29:12,Advertisement,Desktop,Chrome,France
WEB01220,CUST00651,2026-01-08 18:15:31,Organic Search,Mobile,Safari,UK
WEB01221,CUST01729,2025-04-16 22:45:13,Organic Search,Desktop,Edge,Singapore
WEB01222,CUST01119,2025-07-13 13:24:20,Referral,Desktop,Chrome,Germany
WEB01223,CUST01326,2025-04-16 10:39:37,Social Media,Desktop,Safari,UK
WEB01224,CUST01468,2025-05-15 08:27:08,Social Media,Desktop,Chrome,USA
WEB01225,CUST01477,2026-07-23 23:44:18,Referral,Tablet,Firefox,USA
WEB01226,CUST00322,2026-01-19 20:00:30,Advertisement,Mobile,Chrome,Germany
WEB01227,CUST01828,2025-02-23 23:15:42,Referral,Desktop,Chrome,Singapore
WEB01228,CUST01274,2025-04-11 00:34:42,Social Media,Tablet,Safari,Germany
WEB01229,CUST00627,2025-01-12 09:58:02,Advertisement,Desktop,Edge,UK
WEB01230,CUST01286,2026-05-22 21:46:36,Referral,Mobile,Edge,USA
WEB01231,CUST00137,2025-01-15 17:18:38,Referral,Mobile,Safari,India
WEB01232,CUST01680,2025-02-16 06:11:34,Organic Search,Mobile,Safari,USA
WEB01233,CUST00871,2025-11-29 13:42:08,Social Media,Mobile,Chrome,Australia
WEB01234,CUST00119,2025-10-04 09:23:15,Organic Search,Desktop,Safari,Australia
WEB01235,CUST01879,2025-05-13 07:09:40,Referral,Desktop,Edge,UK
WEB01236,CUST00872,2025-10-05 09:05:07,Organic Search,Tablet,Safari,Germany
WEB01237,CUST01352,2025-10-14 06:03:52,Advertisement,Mobile,Edge,Germany
WEB01238,CUST01501,2025-03-23 00:49:25,Referral,Tablet,Firefox,India
WEB01239,CUST00073,2025-10-05 04:37:13,Organic Search,Mobile,Safari,Germany
WEB01240,CUST00764,2026-04-28 02:49:12,Direct,Tablet,Chrome,France
WEB01241,CUST01969,2026-06-23 14:34:16,Direct,Mobile,Chrome,France
WEB01242,CUST01101,2026-01-04 08:41:41,Advertisement,Tablet,Chrome,India
WEB01243,CUST01080,2025-04-07 08:21:55,Referral,Mobile,Edge,Singapore
WEB01244,CUST01938,2026-04-16 11:07:41,Social Media,Mobile,Safari,Germany
WEB01245,CUST00793,2025-07-05 20:20:23,Referral,Mobile,Safari,USA
WEB01246,CUST00908,2025-04-04 21:35:25,Direct,Tablet,Firefox,India
WEB01247,CUST00990,2026-02-10 00:52:06,Direct,Mobile,Edge,USA
WEB01248,CUST01759,2025-04-19 16:42:28,Referral,Mobile,Firefox,India
WEB01249,CUST01075,2025-11-12 04:10:17,Social Media,Desktop,Safari,UK
WEB01250,CUST01277,2025-10-29 07:07:11,Direct,Mobile,Firefox,France
WEB01251,CUST01841,2025-12-14 23:07:47,Direct,Desktop,Firefox,Germany
WEB01252,CUST00390,2025-07-30 06:22:23,Advertisement,Mobile,Edge,Germany
WEB01253,CUST00728,2025-10-05 18:23:13,Direct,Mobile,Safari,Australia
WEB01254,CUST01227,2025-03-16 00:59:07,Referral,Desktop,Firefox,USA
WEB01255,CUST01324,2026-05-05 00:21:18,Direct,Tablet,Firefox,Australia
WEB01256,CUST00400,2026-02-04 06:40:33,Referral,Tablet,Safari,Singapore
WEB01257,CUST00230,2025-03-13 23:38:06,Direct,Mobile,Firefox,Germany
WEB01258,CUST00878,2026-05-05 04:51:28,Organic Search,Mobile,Chrome,France
WEB01259,CUST00849,2026-07-22 22:14:44,Social Media,Mobile,Firefox,Australia
WEB01260,CUST00637,2026-04-05 11:50:43,Referral,Desktop,Chrome,India
WEB01261,CUST01858,2025-04-19 07:21:36,Organic Search,Mobile,Chrome,USA
WEB01262,CUST00403,2026-02-08 10:52:31,Social Media,Tablet,Chrome,Australia
WEB01263,CUST01527,2025-04-22 09:57:02,Referral,Mobile,Chrome,Australia
WEB01264,CUST01818,2026-04-18 18:48:40,Organic Search,Mobile,Safari,Australia
WEB01265,CUST01859,2025-05-18 19:51:48,Organic Search,Tablet,Chrome,France
WEB01266,CUST01743,2026-07-02 14:54:49,Social Media,Desktop,Firefox,India
WEB01267,CUST00258,2026-03-18 17:57:38,Direct,Mobile,Safari,India
WEB01268,CUST01477,2026-05-06 17:40:36,Referral,Desktop,Firefox,USA
WEB01269,CUST00933,2025-12-23 16:31:10,Advertisement,Desktop,Chrome,Germany
WEB01270,CUST01998,2025-03-06 04:18:38,Advertisement,Tablet,Chrome,Australia
WEB01271,CUST01050,2025-03-03 10:15:55,Social Media,Mobile,Edge,UK
WEB01272,CUST00350,2026-04-28 17:14:37,Advertisement,Tablet,Edge,Australia
WEB01273,CUST00189,2026-06-05 12:11:36,Referral,Desktop,Safari,Singapore
WEB01274,CUST01376,2025-08-16 01:20:40,Direct,Desktop,Chrome,France
WEB01275,CUST01042,2026-08-13 10:35:42,Social Media,Mobile,Safari,UK
WEB01276,CUST00667,2025-06-21 04:22:06,Direct,Tablet,Firefox,Singapore
WEB01277,CUST00760,2025-10-24 13:37:29,Social Media,Tablet,Edge,UK
WEB01278,CUST01551,2025-09-17 05:43:24,Advertisement,Desktop,Edge,USA
WEB01279,CUST00018,2025-01-14 10:31:18,Organic Search,Desktop,Firefox,USA
WEB01280,CUST00351,2025-06-12 21:23:19,Referral,Tablet,Safari,Australia
WEB01281,CUST00219,2025-01-14 12:46:09,Advertisement,Mobile,Edge,France
WEB01282,CUST01061,2025-12-12 06:00:39,Referral,Desktop,Firefox,Germany
WEB01283,CUST00977,2025-11-02 06:56:40,Direct,Desktop,Firefox,Germany
WEB01284,CUST01558,2025-04-27 20:35:05,Social Media,Desktop,Chrome,Germany
WEB01285,CUST00217,2025-11-14 03:57:27,Organic Search,Tablet,Safari,France
WEB01286,CUST00974,2025-01-21 09:16:44,Advertisement,Tablet,Chrome,India
WEB01287,CUST00799,2026-01-22 15:01:03,Organic Search,Mobile,Chrome,Australia
WEB01288,CUST01534,2025-10-18 09:00:37,Advertisement,Mobile,Chrome,Singapore
WEB01289,CUST01976,2025-08-07 18:17:26,Direct,Mobile,Edge,USA
WEB01290,CUST00398,2026-06-05 02:39:53,Organic Search,Desktop,Chrome,UK
WEB01291,CUST00880,2026-05-12 19:04:57,Social Media,Mobile,Edge,Germany
WEB01292,CUST01041,2025-05-28 20:25:25,Organic Search,Tablet,Safari,Australia
WEB01293,CUST01131,2025-11-20 06:22:47,Organic Search,Desktop,Chrome,Singapore
WEB01294,CUST00438,2025-08-09 01:01:40,Organic Search,Desktop,Safari,Singapore
WEB01295,CUST00835,2026-06-02 22:19:25,Referral,Tablet,Edge,USA
WEB01296,CUST01455,2026-06-23 23:39:39,Organic Search,Desktop,Edge,UK
WEB01297,CUST00215,2026-05-12 14:28:16,Organic Search,Mobile,Chrome,USA
WEB01298,CUST01478,2025-12-30 12:13:25,Advertisement,Desktop,Chrome,USA
WEB01299,CUST01618,2026-08-09 12:52:56,Social Media,Mobile,Safari,India
WEB01300,CUST01926,2025-12-06 07:19:51,Advertisement,Desktop,Edge,Singapore
WEB01301,CUST01468,2026-01-15 02:48:53,Organic Search,Desktop,Safari,Australia
WEB01302,CUST00510,2025-07-15 15:51:42,Organic Search,Tablet,Firefox,France
WEB01303,CUST00889,2026-03-05 05:43:26,Organic Search,Mobile,Chrome,Germany
WEB01304,CUST01603,2026-07-28 15:06:17,Direct,Tablet,Edge,UK
WEB01305,CUST00382,2025-11-26 20:22:50,Referral,Tablet,Chrome,UK
WEB01306,CUST01481,2026-02-21 05:47:39,Organic Search,Mobile,Edge,UK
WEB01307,CUST01462,2025-06-16 18:08:52,Organic Search,Mobile,Edge,Germany
