engagement_id,campaign_id,customer_id,platform,post_date,post_type,impressions,clicks,likes,comments,shares,engagement_rate
SOC00788,CAMP01773,CUST00795,X,2025-02-19,Image,99211,14566,5542,1785,25,0.2209
SOC00789,CAMP00453,CUST01299,Instagram,2025-04-24,Video,5778,5778,9065,2623,2271,0.5
SOC00790,CAMP00071,CUST00189,X,2025-09-16,Text,151047,11660,5789,31,3096,0.1362
SOC00791,CAMP00952,CUST01699,LinkedIn,2025-03-27,Story,186406,2021,4272,1587,268,0.0437
SOC00792,CAMP01409,CUST00831,Instagram,2025-03-09,Image,195572,6528,6789,856,758,0.0763
SOC00793,CAMP00041,CUST01304,LinkedIn,2026-04-23,Reel,55422,9042,5612,2230,1530,0.3323
SOC00794,CAMP00254,CUST00299,X,2025-01-14,Image,78487,1156,6681,260,756,0.1128
SOC00795,CAMP00695,CUST01879,Instagram,2025-05-26,Story,54191,8868,9868,253,3998,0.4242
SOC00796,CAMP00297,CUST01251,X,2025-06-01,Story,162177,12081,8713,1311,494,0.1393
SOC00797,CAMP00872,CUST00369,LinkedIn,2025-09-30,Image,129429,12149,9295,2691,1554,0.1985
SOC00798,CAMP00416,CUST01811,LinkedIn,2026-03-29,Reel,126359,6338,6306,2769,2286,0.1401
SOC00799,CAMP01711,CUST01130,Instagram,2025-10-27,Image,197225,10917,11873,1094,0,0.1211
SOC00800,CAMP00081,CUST01485,LinkedIn,2025-03-08,Image,170113,9504,8823,137,1077,0.1149
SOC00801,CAMP00055,CUST01556,YouTube,2026-07-28,Video,28047,6311,3774,619,196,0.3886
SOC00802,CAMP01976,CUST00885,Instagram,2026-04-19,Text,85701,6590,9219,2760,178,0.2187
SOC00803,CAMP01847,CUST00660,Facebook,2026-01-21,Text,184617,11687,4370,1816,2673,0.1113
SOC00804,CAMP01302,CUST00946,Facebook,2026-03-10,Reel,93480,3415,4135,2096,1105,0.115
SOC00805,CAMP00146,CUST01697,Facebook,2026-07-26,Text,71948,12779,5421,534,1972,0.2878
SOC00806,CAMP01808,CUST01217,Instagram,2026-04-24,Reel,61083,1200,8312,2648,3629,0.2585
SOC00807,CAMP00347,CUST00103,YouTube,2025-05-05,Image,139213,3386,3364,1974,4802,0.0972
SOC00808,CAMP00291,CUST01896,Instagram,2025-11-29,Video,140358,14819,6513,2377,27,0.1691
SOC00809,CAMP00078,CUST00870,Instagram,2026-05-29,Image,90895,9565,9996,1100,3500,0.2658
SOC00810,CAMP01592,CUST01908,X,2026-01-14,Story,56690,3835,11476,1280,1261,0.3149
SOC00811,CAMP01044,CUST00095,Facebook,2025-05-03,Story,8503,1174,3835,45,883,0.5
SOC00812,CAMP00184,CUST01416,X,2025-08-31,Reel,82447,6776,6504,1340,1135,0.1911
SOC00813,CAMP01060,CUST00059,Instagram,2025-06-14,Story,71628,13404,10768,2270,398,0.3747
SOC00814,CAMP00272,CUST00880,Facebook,2025-10-14,Story,103643,8573,9371,49,1294,0.1861
SOC00815,CAMP01443,CUST01540,LinkedIn,2026-08-07,Text,2054,997,7932,2648,4892,0.5
SOC00816,CAMP01749,CUST00442,Facebook,2025-07-21,Text,164407,11710,1368,1507,1102,0.0954
SOC00817,CAMP01862,CUST00143,YouTube,2025-10-23,Story,51640,7493,9749,2286,1470,0.4066
SOC00818,CAMP00356,CUST00340,YouTube,2026-07-25,Story,130083,4123,7734,1509,1765,0.1163
SOC00819,CAMP00966,CUST00439,Instagram,2025-08-04,Video,99511,7718,5926,2079,3173,0.1899
SOC00820,CAMP01609,CUST00016,LinkedIn,2026-08-19,Text,107835,11510,1359,2276,3839,0.176
SOC00821,CAMP01800,CUST01914,X,2026-01-25,Text,179836,11285,8426,1790,2537,0.1337
SOC00822,CAMP01826,CUST00732,YouTube,2025-01-18,Image,16333,1895,8047,1708,3189,0.5
SOC00823,CAMP00265,CUST01215,YouTube,2026-04-10,Story,68401,3114,3109,785,1866,0.1297
SOC00824,CAMP00076,CUST00123,Facebook,2025-07-14,Reel,14622,12265,3925,853,1643,0.5
SOC00825,CAMP00774,CUST01703,YouTube,2025-09-28,Reel,157099,4523,11536,2319,1543,0.1268
SOC00826,CAMP01873,CUST01389,X,2025-03-17,Text,72224,13559,7621,680,3581,0.3523
SOC00827,CAMP00121,CUST01062,Facebook,2026-05-14,Image,90457,2012,6322,1818,444,0.1171
SOC00828,CAMP01100,CUST00295,LinkedIn,2025-06-16,Image,5822,5822,5216,2319,1667,0.5
SOC00829,CAMP00603,CUST00881,Instagram,2026-01-17,Video,120895,7452,6427,1758,2382,0.149
SOC00830,CAMP01231,CUST01622,LinkedIn,2025-01-31,Video,45786,660,9832,1519,2367,0.314
SOC00831,CAMP01341,CUST01274,X,2026-05-28,Image,13180,1839,688,939,3507,0.5
SOC00832,CAMP01678,CUST00604,LinkedIn,2026-03-06,Video,190225,7480,1481,301,3001,0.0645
SOC00833,CAMP01559,CUST00271,YouTube,2026-07-20,Reel,103913,1367,2513,456,273,0.0444
SOC00834,CAMP01344,CUST01718,LinkedIn,2026-01-19,Text,44072,13352,2927,2396,2785,0.4869
SOC00835,CAMP00892,CUST01834,Facebook,2026-01-18,Text,70354,271,1583,403,3102,0.0762
SOC00836,CAMP01928,CUST00033,YouTube,2026-03-17,Story,160082,11894,5097,1187,1885,0.1253
SOC00837,CAMP00547,CUST00348,YouTube,2026-03-01,Image,95296,13084,117,2728,7,0.1672
SOC00838,CAMP01837,CUST00208,LinkedIn,2026-08-06,Reel,132136,13214,4208,834,1319,0.1481
SOC00839,CAMP00174,CUST01891,LinkedIn,2025-02-17,Story,59652,2969,337,1054,19,0.0734
SOC00840,CAMP00503,CUST01571,LinkedIn,2025-10-19,Image,25972,10739,1104,341,3278,0.5
SOC00841,CAMP00151,CUST01083,X,2026-04-19,Story,2640,2640,7893,1442,2004,0.5
SOC00842,CAMP01481,CUST01274,X,2025-04-13,Image,41603,12778,5178,581,1983,0.4932
SOC00843,CAMP01324,CUST00780,LinkedIn,2026-08-05,Video,184795,11468,11667,1885,3278,0.1531
SOC00844,CAMP00773,CUST00281,Facebook,2025-12-30,Story,6968,919,6893,156,2901,0.5
SOC00845,CAMP00811,CUST01796,X,2025-10-09,Video,4241,4241,4653,1189,3927,0.5
SOC00846,CAMP00234,CUST01801,Facebook,2025-02-21,Video,7013,2982,8806,2163,2063,0.5
SOC00847,CAMP01304,CUST00486,X,2025-08-30,Image,147059,1078,10018,1407,3467,0.1086
SOC00848,CAMP00607,CUST01347,YouTube,2026-07-27,Video,177587,10862,2390,1849,3958,0.1073
SOC00849,CAMP01266,CUST01852,Facebook,2026-02-21,Text,90276,6270,6538,960,1342,0.1674
SOC00850,CAMP00101,CUST01004,YouTube,2026-03-09,Reel,195953,12211,3406,2889,4697,0.1184
SOC00851,CAMP00077,CUST00030,LinkedIn,2025-05-07,Text,71999,10941,11910,2301,3465,0.3975
SOC00852,CAMP01049,CUST01453,X,2025-08-23,Reel,185854,2759,5392,498,4718,0.0719
SOC00853,CAMP00600,CUST00869,LinkedIn,2025-03-12,Reel,99833,5203,976,2604,538,0.0934
SOC00854,CAMP00008,CUST01261,Facebook,2026-04-03,Text,71618,12073,10071,920,180,0.3246
SOC00855,CAMP01668,CUST01426,Facebook,2026-07-08,Story,176513,8147,10715,1010,2111,0.1245
SOC00856,CAMP00350,CUST00004,Instagram,2025-08-29,Image,15665,3441,4517,1918,2368,0.5
SOC00857,CAMP01402,CUST01699,LinkedIn,2025-02-10,Video,23675,10897,5492,1414,4983,0.5
SOC00858,CAMP01992,CUST01793,LinkedIn,2026-07-04,Image,153056,9971,8710,1666,1820,0.1448
SOC00859,CAMP00768,CUST00437,Facebook,2026-02-19,Video,183826,13431,396,2000,3438,0.1048
SOC00860,CAMP01881,CUST01669,Facebook,2025-10-13,Image,57721,7775,10606,1633,452,0.3546
SOC00861,CAMP00310,CUST01230,YouTube,2025-06-29,Story,122720,12158,13,458,4184,0.137
SOC00862,CAMP01204,CUST01157,LinkedIn,2025-06-27,Story,39718,11544,2219,278,4192,0.4591
SOC00863,CAMP01797,CUST01230,Instagram,2025-01-07,Video,33841,3428,3788,1732,2311,0.3327
SOC00864,CAMP01969,CUST01053,YouTube,2026-01-31,Story,92399,6504,7715,62,3338,0.1907
SOC00865,CAMP00579,CUST01938,LinkedIn,2025-05-23,Story,189796,7046,9396,2464,3009,0.1155
SOC00866,CAMP00928,CUST01610,Facebook,2025-04-12,Image,17061,3062,2122,2165,2846,0.5
SOC00867,CAMP01257,CUST01010,LinkedIn,2026-05-10,Reel,179875,8777,4000,1854,4779,0.1079
SOC00868,CAMP00967,CUST00287,X,2025-05-19,Text,5908,5908,9596,2122,4600,0.5
SOC00869,CAMP00995,CUST01686,LinkedIn,2025-01-13,Video,199415,1065,3996,1191,1064,0.0367
SOC00870,CAMP00887,CUST01889,LinkedIn,2025-10-09,Video,101310,13902,4343,85,3215,0.2127
SOC00871,CAMP00267,CUST01561,Facebook,2025-05-07,Story,161784,12424,5058,2497,3146,0.1429
SOC00872,CAMP00072,CUST01872,YouTube,2026-03-03,Text,126161,9370,7446,2493,4601,0.1895
SOC00873,CAMP01832,CUST01292,Instagram,2026-03-16,Story,168860,13126,9658,1873,965,0.1517
SOC00874,CAMP00685,CUST00864,LinkedIn,2025-09-06,Story,122413,12972,11116,2300,3351,0.2429
SOC00875,CAMP01117,CUST00930,LinkedIn,2026-08-09,Image,31898,14354,10059,229,2805,0.5
SOC00876,CAMP01052,CUST01194,LinkedIn,2026-04-07,Reel,6022,349,2998,651,390,0.5
SOC00877,CAMP00205,CUST00004,Instagram,2026-01-31,Text,166521,13562,4524,636,858,0.1176
SOC00878,CAMP01028,CUST01324,LinkedIn,2025-08-14,Video,18313,8189,7628,1698,88,0.5
SOC00879,CAMP01597,CUST00118,Facebook,2025-11-15,Reel,145137,12064,4686,2065,1422,0.1394
SOC00880,CAMP01017,CUST01578,YouTube,2025-07-08,Reel,37955,5794,6529,788,4378,0.4608
SOC00881,CAMP01446,CUST01597,Facebook,2025-08-21,Video,132473,6793,4116,1321,1234,0.1016
SOC00882,CAMP00713,CUST01655,Facebook,2026-01-09,Reel,67450,10677,7937,2502,2677,0.3528
SOC00883,CAMP01663,CUST00635,LinkedIn,2026-03-13,Reel,176807,6259,7368,1110,2261,0.0961
SOC00884,CAMP01433,CUST01414,YouTube,2025-12-08,Text,145979,4944,1231,522,1657,0.0572
SOC00885,CAMP01117,CUST00576,Facebook,2025-05-08,Text,95980,1972,11873,2902,1668,0.1919
SOC00886,CAMP01902,CUST01637,YouTube,2025-02-18,Text,6013,223,1235,2490,3002,0.5
SOC00887,CAMP00180,CUST00707,YouTube,2025-06-22,Image,62733,13222,4824,2872,3806,0.3941
SOC00888,CAMP01601,CUST00556,Instagram,2026-02-23,Reel,38291,7099,10147,1974,2184,0.5
SOC00889,CAMP01071,CUST00150,LinkedIn,2025-01-05,Image,149093,4294,356,2055,71,0.0454
SOC00890,CAMP00646,CUST00984,YouTube,2026-06-25,Reel,149083,8924,3449,556,1476,0.0966
SOC00891,CAMP01588,CUST00266,Instagram,2026-03-21,Story,85404,14682,8423,2041,1182,0.3083
SOC00892,CAMP00573,CUST01774,X,2026-06-04,Text,78400,10174,8171,2596,1752,0.2895
SOC00893,CAMP01351,CUST01285,Instagram,2025-08-06,Text,115354,7852,10679,2077,3524,0.2092
SOC00894,CAMP01769,CUST01382,YouTube,2025-08-13,Reel,91450,12497,8320,2488,3118,0.2889
SOC00895,CAMP01151,CUST01940,LinkedIn,2025-01-07,Video,96206,402,7066,109,4740,0.128
SOC00896,CAMP00435,CUST01527,YouTube,2026-07-14,Image,21526,14997,2249,1906,3192,0.5
SOC00897,CAMP01406,CUST00502,Instagram,2025-06-05,Video,174653,10696,10591,328,1481,0.1322
SOC00898,CAMP00235,CUST00907,YouTube,2025-02-18,Reel,60120,11442,4835,1497,4664,0.3732
SOC00899,CAMP00374,CUST00176,LinkedIn,2025-03-15,Reel,80523,3550,2120,287,4962,0.1356
SOC00900,CAMP00532,CUST01048,Instagram,2025-02-08,Reel,68570,4596,1405,1887,3980,0.1731
SOC00901,CAMP00620,CUST01215,LinkedIn,2025-01-30,Video,191489,9384,11660,1516,500,0.1204
SOC00902,CAMP01076,CUST00280,Facebook,2025-11-21,Image,191610,14104,1312,2009,3736,0.1104
SOC00903,CAMP01232,CUST01584,LinkedIn,2025-07-06,Text,182710,3755,2283,1927,2826,0.0591
SOC00904,CAMP00016,CUST01312,YouTube,2026-02-17,Text,111598,10179,10629,308,3964,0.2247
SOC00905,CAMP01749,CUST00758,X,2025-03-19,Story,66830,4613,8156,2782,2440,0.2692
SOC00906,CAMP00393,CUST01194,Instagram,2025-06-13,Image,27462,13422,7794,1202,85,0.5
SOC00907,CAMP01865,CUST00535,YouTube,2025-11-15,Text,110931,8729,1212,61,4893,0.1343
SOC00908,CAMP00512,CUST01957,LinkedIn,2025-12-16,Reel,150007,6247,3929,2807,4902,0.1192
SOC00909,CAMP01997,CUST01196,LinkedIn,2026-08-12,Image,135993,14914,9299,2567,3419,0.2221
SOC00910,CAMP01117,CUST01003,LinkedIn,2025-02-03,Story,185845,2147,6712,2319,4786,0.0859
SOC00911,CAMP01693,CUST00781,LinkedIn,2025-09-17,Reel,193969,6083,669,2213,1151,0.0522
SOC00912,CAMP01459,CUST00955,LinkedIn,2026-06-20,Image,8162,8162,7435,230,1159,0.5
SOC00913,CAMP01003,CUST01165,X,2026-02-13,Text,83255,6068,598,984,3371,0.1324
SOC00914,CAMP01965,CUST01045,X,2025-11-30,Text,105017,2052,238,2572,4207,0.0864
SOC00915,CAMP00884,CUST01426,Instagram,2026-08-01,Text,119120,4430,2794,280,159,0.0643
SOC00916,CAMP00400,CUST01741,LinkedIn,2026-07-17,Image,81477,13053,4135,188,1896,0.2365
SOC00917,CAMP01006,CUST00949,Instagram,2025-11-26,Text,132594,2699,6638,298,3163,0.0965
SOC00918,CAMP01395,CUST01131,Facebook,2025-12-13,Video,124698,9633,6869,2053,3581,0.1775
SOC00919,CAMP01463,CUST01981,Facebook,2026-07-22,Text,106078,2070,10606,2396,1849,0.1595
SOC00920,CAMP00457,CUST00938,YouTube,2026-05-21,Video,22351,6650,4242,1010,1323,0.5
SOC00921,CAMP01501,CUST00982,X,2025-11-17,Story,56414,6071,3687,2718,2151,0.2593
SOC00922,CAMP01196,CUST00572,LinkedIn,2026-07-21,Reel,31183,1945,3521,814,4707,0.3523
SOC00923,CAMP00451,CUST01295,LinkedIn,2025-02-11,Text,70430,11762,5405,998,3124,0.3023
SOC00924,CAMP00511,CUST01999,Facebook,2025-10-08,Video,111055,4232,5616,1441,4481,0.142
SOC00925,CAMP01577,CUST01357,LinkedIn,2026-04-25,Video,75509,8672,2673,1193,1639,0.1878
SOC00926,CAMP00929,CUST01384,YouTube,2025-07-16,Story,97934,4254,8791,237,4080,0.1773
SOC00927,CAMP01051,CUST01981,LinkedIn,2026-05-27,Story,58417,6224,6368,1760,2067,0.2811
SOC00928,CAMP00956,CUST00229,X,2025-07-12,Story,140024,711,8866,2900,292,0.0912
SOC00929,CAMP01194,CUST00609,YouTube,2026-04-05,Image,101834,3701,315,1110,4705,0.0965
SOC00930,CAMP01915,CUST00258,Facebook,2025-08-09,Reel,144068,2209,7118,2868,344,0.087
SOC00931,CAMP01324,CUST01858,X,2026-04-01,Image,13269,9829,10507,2502,1847,0.5
SOC00932,CAMP00519,CUST01117,Instagram,2025-06-07,Text,164682,9135,9226,511,2641,0.1306
SOC00933,CAMP01023,CUST01437,Instagram,2025-07-22,Video,156257,3491,3615,2974,4348,0.0923
SOC00934,CAMP01650,CUST01315,Facebook,2026-07-15,Image,150349,591,1719,2878,4397,0.0638
SOC00935,CAMP01872,CUST01661,X,2026-04-09,Text,1505,1505,11078,2084,1625,0.5
SOC00936,CAMP01460,CUST00653,YouTube,2025-11-11,Reel,189269,7119,1908,2872,1099,0.0687
SOC00937,CAMP00941,CUST00525,Facebook,2025-03-04,Story,129169,965,5306,993,2505,0.0756
SOC00938,CAMP01095,CUST00028,YouTube,2025-12-28,Video,120059,8941,9129,366,650,0.159
SOC00939,CAMP01536,CUST01955,LinkedIn,2025-09-01,Image,14110,6830,6732,432,755,0.5
SOC00940,CAMP01419,CUST01257,LinkedIn,2025-02-10,Story,154544,3713,3287,40,2291,0.0604
SOC00941,CAMP01091,CUST01106,YouTube,2025-05-29,Video,191247,6116,10086,2571,2039,0.1088
SOC00942,CAMP00715,CUST00276,YouTube,2026-06-10,Reel,182914,14926,2404,1407,4668,0.128
SOC00943,CAMP01362,CUST01271,Facebook,2026-03-08,Story,117443,14434,11259,1498,1600,0.2451
SOC00944,CAMP01260,CUST01074,YouTube,2025-02-17,Reel,95873,6875,1389,1013,4724,0.146
SOC00945,CAMP01319,CUST01999,YouTube,2026-03-28,Story,84574,13457,254,1577,3850,0.2263
SOC00946,CAMP00293,CUST01818,X,2025-11-04,Image,24584,11314,5262,1445,4655,0.5
SOC00947,CAMP01954,CUST00070,LinkedIn,2026-05-19,Reel,75768,4270,5008,1351,326,0.1446
SOC00948,CAMP01578,CUST00979,Facebook,2026-05-31,Image,167954,3352,6524,1544,2546,0.0832
SOC00949,CAMP01551,CUST01361,YouTube,2026-02-18,Image,187333,1257,6108,765,2131,0.0548
SOC00950,CAMP00672,CUST00320,X,2025-03-04,Video,24529,531,3404,2261,4687,0.4437
SOC00951,CAMP00049,CUST01706,LinkedIn,2025-04-22,Image,37918,6520,4033,32,4936,0.4093
SOC00952,CAMP01972,CUST01064,Facebook,2026-05-11,Image,67415,1116,4296,1895,4908,0.1812
SOC00953,CAMP01036,CUST01985,Facebook,2025-06-16,Video,93670,10536,11846,389,3550,0.281
SOC00954,CAMP00870,CUST00200,LinkedIn,2026-03-03,Image,156970,4401,11599,1532,4549,0.1407
SOC00955,CAMP00341,CUST00721,YouTube,2025-11-13,Image,115639,3458,6593,1880,2992,0.129
SOC00956,CAMP01861,CUST01602,X,2025-11-19,Reel,42828,4574,3099,1506,2186,0.2654
SOC00957,CAMP01037,CUST00748,YouTube,2026-01-25,Video,27698,7627,6214,2923,4358,0.5
SOC00958,CAMP00520,CUST01054,YouTube,2025-07-19,Story,43428,2892,4942,2818,1252,0.2741
SOC00959,CAMP00594,CUST00257,X,2025-10-09,Image,38486,4708,192,2860,554,0.216
SOC00960,CAMP00584,CUST00770,LinkedIn,2026-03-08,Text,165736,5034,4395,889,3759,0.0849
SOC00961,CAMP01196,CUST00202,LinkedIn,2026-04-06,Story,22802,14434,4230,2998,3532,0.5
SOC00962,CAMP01605,CUST01096,Instagram,2026-07-15,Story,68727,1841,6836,570,1313,0.1537
SOC00963,CAMP00950,CUST01652,X,2025-04-22,Story,170776,2237,9557,1087,1050,0.0816
SOC00964,CAMP01764,CUST00393,Instagram,2025-04-08,Image,102446,13297,9905,941,1766,0.2529
SOC00965,CAMP01396,CUST00014,Instagram,2026-06-09,Reel,9830,9830,11959,607,4014,0.5
SOC00966,CAMP00977,CUST00605,Instagram,2025-01-04,Video,53139,4579,10943,2362,2685,0.3871
SOC00967,CAMP01770,CUST01783,Facebook,2026-04-26,Story,39224,1262,1867,2232,3407,0.2235
SOC00968,CAMP00128,CUST00688,YouTube,2025-01-03,Story,73660,10973,4871,893,4309,0.2857
SOC00969,CAMP00354,CUST00611,Facebook,2025-10-15,Story,101717,9411,1786,2072,226,0.1327
SOC00970,CAMP00699,CUST01258,Instagram,2026-08-12,Story,156726,13716,5018,1953,2400,0.1473
SOC00971,CAMP00175,CUST01641,X,2025-12-14,Story,188993,817,9460,2840,3941,0.0903
SOC00972,CAMP01611,CUST01188,Instagram,2025-11-29,Image,172441,14040,6893,1137,392,0.1303
SOC00973,CAMP01183,CUST00510,YouTube,2026-01-13,Reel,100595,8230,8696,562,2540,0.1991
SOC00974,CAMP00959,CUST00241,YouTube,2025-10-30,Text,94393,8499,10628,1195,2899,0.246
SOC00975,CAMP00859,CUST01175,Facebook,2025-01-16,Story,76859,11669,11288,143,2965,0.3391
SOC00976,CAMP01437,CUST01773,X,2025-04-24,Image,100649,4908,969,2229,388,0.0844
SOC00977,CAMP01461,CUST01552,YouTube,2026-02-01,Story,28039,8256,3659,2963,822,0.5
SOC00978,CAMP00757,CUST00502,Instagram,2025-07-02,Reel,136579,13595,11671,560,1186,0.1978
SOC00979,CAMP01101,CUST00345,Facebook,2025-08-10,Story,25031,8318,4857,2618,2290,0.5
SOC00980,CAMP00066,CUST01735,X,2025-12-29,Image,57374,14586,9219,1851,554,0.4568
SOC00981,CAMP01555,CUST01648,X,2025-01-28,Text,163598,1049,5969,1961,3976,0.0792
SOC00982,CAMP01354,CUST00689,X,2025-03-30,Video,151587,11294,5498,1710,2898,0.1412
SOC00983,CAMP00551,CUST01266,YouTube,2025-12-26,Video,73679,14485,3558,482,4286,0.3096
SOC00984,CAMP00596,CUST01030,YouTube,2025-10-26,Reel,189205,8687,7348,2418,1230,0.104
SOC00985,CAMP00142,CUST00262,Instagram,2026-01-28,Image,96382,113,661,712,3882,0.0557
SOC00986,CAMP00976,CUST00947,X,2025-01-10,Story,35100,2510,11556,2740,3077,0.5
SOC00987,CAMP01724,CUST00857,LinkedIn,2026-01-13,Text,187868,4210,9350,2528,3804,0.1059
SOC00988,CAMP01825,CUST01329,LinkedIn,2026-03-20,Story,73999,9409,2413,428,3309,0.2103
SOC00989,CAMP01280,CUST00733,Facebook,2026-08-10,Image,79770,12226,7299,1311,634,0.2691
SOC00990,CAMP00444,CUST00524,Instagram,2025-04-30,Image,27394,3542,11302,771,2377,0.5
SOC00991,CAMP00336,CUST01006,X,2026-04-20,Reel,45135,2143,913,2571,1249,0.1523
SOC00992,CAMP00700,CUST01311,X,2025-07-18,Reel,22847,2691,2249,426,9,0.2353
SOC00993,CAMP00383,CUST00482,YouTube,2026-07-28,Text,98992,3686,6188,619,179,0.1078
SOC00994,CAMP00313,CUST00865,LinkedIn,2025-11-28,Text,118288,6020,11550,2995,153,0.1751
SOC00995,CAMP00322,CUST01944,Instagram,2025-02-25,Video,106842,11516,896,2132,1111,0.1465
SOC00996,CAMP00074,CUST01473,Instagram,2026-03-17,Story,56647,6008,181,1825,2409,0.184
SOC00997,CAMP00012,CUST00904,Facebook,2025-10-12,Image,2200,2200,5010,277,3540,0.5
SOC00998,CAMP00825,CUST01112,Instagram,2025-02-14,Text,52961,7628,8507,2815,1050,0.3776
SOC00999,CAMP01797,CUST01912,LinkedIn,2025-06-20,Image,191873,10409,7930,509,2844,0.1131
SOC01000,CAMP00198,CUST01570,X,2025-10-31,Video,79485,5786,376,2890,2411,0.1442
SOC01001,CAMP01628,CUST01475,LinkedIn,2025-11-25,Text,47691,12429,5277,1672,3283,0.4752
SOC01002,CAMP00600,CUST01769,X,2025-10-05,Video,138532,589,5548,2712,2883,0.0847
SOC01003,CAMP01424,CUST00250,LinkedIn,2025-12-07,Text,96537,5709,5924,1370,735,0.1423
SOC01004,CAMP01699,CUST00837,LinkedIn,2026-03-05,Image,59625,7234,92,799,2331,0.1754
SOC01005,CAMP01183,CUST01635,Instagram,2026-03-28,Image,58304,12112,5373,330,2511,0.3486
SOC01006,CAMP00087,CUST00392,LinkedIn,2025-10-27,Reel,106635,4527,521,1519,2688,0.0868
SOC01007,CAMP00204,CUST00439,Facebook,2026-01-17,Reel,198912,3127,5548,1820,2036,0.063
SOC01008,CAMP01267,CUST00146,Instagram,2026-05-14,Text,161526,8872,9494,700,4831,0.1479
SOC01009,CAMP01121,CUST01869,X,2025-04-12,Reel,109140,7938,428,978,4404,0.126
SOC01010,CAMP00778,CUST00696,Facebook,2025-08-14,Story,15210,6298,11041,1291,3161,0.5
SOC01011,CAMP01163,CUST00265,Facebook,2025-11-11,Image,137590,8435,6926,377,97,0.1151
SOC01012,CAMP00782,CUST01154,Instagram,2025-06-03,Text,37259,6082,8552,1277,983,0.4534
SOC01013,CAMP00161,CUST01769,Instagram,2026-07-14,Reel,173554,2026,5771,1023,1191,0.0577
SOC01014,CAMP01002,CUST01407,X,2025-11-19,Reel,106108,12841,10089,2742,810,0.2496
SOC01015,CAMP00259,CUST00022,X,2025-01-20,Story,28977,2494,3421,859,1312,0.279
SOC01016,CAMP00690,CUST01287,Facebook,2025-03-19,Text,55585,11122,1874,2084,4755,0.3568
SOC01017,CAMP00991,CUST00736,YouTube,2025-01-26,Image,84147,2984,5681,2318,2924,0.1653
SOC01018,CAMP00164,CUST00364,Instagram,2025-06-04,Text,188207,11880,7186,2224,4902,0.1392
SOC01019,CAMP01724,CUST01816,LinkedIn,2025-05-28,Video,127177,3219,10121,1331,2282,0.1333
SOC01020,CAMP01772,CUST00978,LinkedIn,2025-03-24,Story,15070,9522,5976,2219,2291,0.5
SOC01021,CAMP00163,CUST01727,X,2026-04-01,Story,102077,14522,1111,1399,3102,0.1972
SOC01022,CAMP00385,CUST01540,X,2025-06-28,Reel,66467,13203,10280,1639,4307,0.4428
SOC01023,CAMP00612,CUST00725,Instagram,2026-08-19,Story,159013,3279,9891,1585,24,0.0929
SOC01024,CAMP01369,CUST01574,Facebook,2025-02-18,Story,2059,2059,6674,1035,3186,0.5
SOC01025,CAMP00073,CUST00625,X,2025-04-18,Reel,179451,4805,678,1008,3984,0.0584
SOC01026,CAMP01506,CUST01196,Facebook,2026-01-24,Story,2088,451,10991,2516,220,0.5
SOC01027,CAMP01206,CUST01384,LinkedIn,2025-06-23,Image,110122,14490,7963,338,1631,0.2218
SOC01028,CAMP00414,CUST00267,Instagram,2026-05-19,Story,14494,7548,10911,1041,3865,0.5
SOC01029,CAMP00963,CUST01720,X,2026-05-29,Story,77406,6571,1531,1400,1946,0.1479
SOC01030,CAMP00319,CUST00884,Facebook,2025-08-01,Story,82432,8626,4128,1562,1846,0.1961
SOC01031,CAMP00554,CUST01863,Instagram,2026-01-24,Image,121281,2556,2768,505,506,0.0522
SOC01032,CAMP01826,CUST00001,Instagram,2025-09-23,Story,67379,13371,8951,455,2886,0.3809
SOC01033,CAMP00035,CUST01705,X,2025-07-05,Image,182146,6413,3785,1937,3300,0.0847
SOC01034,CAMP00052,CUST01370,Instagram,2025-02-04,Reel,85207,7746,10617,1777,4451,0.2886
SOC01035,CAMP00973,CUST01856,Instagram,2026-02-21,Story,178419,14121,5037,559,2213,0.1229
SOC01036,CAMP00873,CUST00759,X,2025-07-03,Image,73785,3560,4393,1410,2633,0.1626
SOC01037,CAMP01600,CUST00290,X,2025-04-17,Text,135034,13231,7383,2058,2587,0.1871
SOC01038,CAMP00140,CUST00394,X,2025-03-15,Image,15931,6767,9296,2635,2928,0.5
SOC01039,CAMP01095,CUST01588,Instagram,2026-02-28,Image,69103,1598,4689,75,527,0.0997
SOC01040,CAMP00851,CUST00455,YouTube,2025-08-15,Story,121585,6353,16,908,4038,0.0931
SOC01041,CAMP01075,CUST00288,Facebook,2025-03-07,Reel,69501,6986,10951,2256,345,0.2955
SOC01042,CAMP00383,CUST00014,X,2025-12-02,Image,66328,8361,5128,912,4030,0.2779
SOC01043,CAMP01857,CUST00009,LinkedIn,2025-12-08,Reel,93837,8440,1349,423,2994,0.1407
SOC01044,CAMP01837,CUST01682,X,2026-05-08,Video,107680,3986,7648,372,3144,0.1407
SOC01045,CAMP01144,CUST00856,Facebook,2025-10-19,Reel,92294,13460,8642,1843,2165,0.2829
SOC01046,CAMP00630,CUST00009,YouTube,2025-04-27,Text,160428,4962,4381,1446,188,0.0684
SOC01047,CAMP00579,CUST01982,LinkedIn,2025-09-18,Image,114710,10061,1908,773,577,0.1161
SOC01048,CAMP01596,CUST00712,Instagram,2026-03-10,Reel,182217,14414,10603,2299,4371,0.1739
SOC01049,CAMP00359,CUST01673,Facebook,2025-11-22,Video,41706,2086,10367,565,1907,0.3579
