campaign_id,company,campaign_type,target_audience,duration_days,channel_used,conversion_rate,acquisition_cost,roi,location
CAMP00896,Delta Solutions,Email,36-45,57,Email,0.2043,5276.18,7.59,India
CAMP00897,Delta Solutions,Search,26-35,41,Facebook,0.0564,2557.67,3.87,Australia
CAMP00898,Gamma Inc,Email,18-25,21,Instagram,0.1619,24359.77,2.64,Germany
CAMP00899,Delta Solutions,Display,26-35,65,YouTube,0.1745,4565.83,4.97,Germany
CAMP00900,Gamma Inc,Influencer,36-45,85,LinkedIn,0.1669,11083.38,2.17,Germany
CAMP00901,Beta Ltd,Search,36-45,67,YouTube,0.0923,6776.23,4.53,USA
CAMP00902,Beta Ltd,Influencer,26-35,20,LinkedIn,0.0521,12533.66,4.25,USA
CAMP00903,Gamma Inc,Email,18-25,52,Email,0.3267,19288.91,9.65,USA
CAMP00904,Delta Solutions,Social Media,26-35,18,LinkedIn,0.1992,16663.07,5.65,India
CAMP00905,Beta Ltd,Email,36-45,7,Google,0.3033,14507.87,7.12,UK
CAMP00906,Beta Ltd,Social Media,18-25,18,YouTube,0.2385,13011.69,2.16,India
CAMP00907,Delta Solutions,Email,46-60,74,YouTube,0.2889,3730.38,9.97,Germany
CAMP00908,Delta Solutions,Influencer,36-45,84,LinkedIn,0.0834,10361.34,5.23,UK
CAMP00909,Beta Ltd,Email,18-25,56,YouTube,0.0461,22679.02,1.21,USA
CAMP00910,Alpha Corp,Social Media,36-45,80,Email,0.2187,20602.81,6.29,USA
CAMP00911,Gamma Inc,Social Media,26-35,40,YouTube,0.1968,2086.12,3.52,UK
CAMP00912,Beta Ltd,Influencer,36-45,7,LinkedIn,0.0428,21090.86,3.29,UK
CAMP00913,Alpha Corp,Display,36-45,82,Facebook,0.2178,20786.95,3.51,Germany
CAMP00914,Beta Ltd,Display,18-25,67,Google,0.0718,20148.04,4.78,USA
CAMP00915,Gamma Inc,Display,18-25,61,Instagram,0.0468,20462.91,3.23,USA
CAMP00916,Alpha Corp,Email,36-45,11,YouTube,0.345,24584.33,7.9,India
CAMP00917,Delta Solutions,Display,36-45,87,YouTube,0.1989,1852.54,2.2,Australia
CAMP00918,Beta Ltd,Email,26-35,11,Email,0.1221,9903.22,1.85,Germany
CAMP00919,Delta Solutions,Social Media,36-45,6,Google,0.0433,24226.72,1.49,India
CAMP00920,Delta Solutions,Search,18-25,11,YouTube,0.3217,14040.39,4.4,Germany
CAMP00921,Alpha Corp,Social Media,26-35,85,Facebook,0.3305,17216.28,1.57,Germany
CAMP00922,Beta Ltd,Influencer,46-60,76,LinkedIn,0.0974,9365.45,0.74,UK
CAMP00923,Gamma Inc,Search,46-60,14,YouTube,0.1579,5691.53,3.3,UK
CAMP00924,Gamma Inc,Display,46-60,41,Instagram,0.2295,24471.44,9.81,Germany
CAMP00925,Gamma Inc,Influencer,36-45,50,LinkedIn,0.0478,9360.48,0.6,Australia
CAMP00926,Beta Ltd,Influencer,36-45,52,Email,0.1926,14241.24,1.11,USA
CAMP00927,Alpha Corp,Display,18-25,22,LinkedIn,0.0843,6473.46,6.04,USA
CAMP00928,Gamma Inc,Email,26-35,7,Facebook,0.0866,24190.31,5.23,Germany
CAMP00929,Delta Solutions,Social Media,36-45,7,Google,0.215,6831.14,1.49,UK
CAMP00930,Alpha Corp,Search,26-35,82,Email,0.1154,22891.66,9.0,Germany
CAMP00931,Delta Solutions,Influencer,36-45,58,Email,0.1971,7649.34,6.91,UK
CAMP00932,Beta Ltd,Social Media,18-25,89,Email,0.0992,23699.68,5.2,India
CAMP00933,Alpha Corp,Email,26-35,78,YouTube,0.1758,9499.63,5.67,USA
CAMP00934,Alpha Corp,Search,36-45,25,YouTube,0.327,21865.48,8.06,Australia
CAMP00935,Beta Ltd,Social Media,26-35,12,LinkedIn,0.1748,15195.71,1.43,Germany
CAMP00936,Alpha Corp,Influencer,46-60,61,Google,0.1805,3288.69,9.37,USA
CAMP00937,Gamma Inc,Social Media,36-45,24,Facebook,0.1776,7742.72,1.57,USA
CAMP00938,Alpha Corp,Search,18-25,63,Google,0.3012,19141.75,4.86,Australia
CAMP00939,Alpha Corp,Display,26-35,88,Google,0.2418,16854.67,2.85,UK
CAMP00940,Delta Solutions,Search,26-35,88,Facebook,0.0204,9224.4,6.82,India
CAMP00941,Beta Ltd,Email,36-45,26,YouTube,0.0501,5285.96,8.48,Germany
CAMP00942,Alpha Corp,Search,26-35,46,Facebook,0.2065,20806.4,6.36,Germany
CAMP00943,Alpha Corp,Social Media,46-60,65,Facebook,0.2685,15748.41,2.63,Germany
CAMP00944,Alpha Corp,Influencer,18-25,25,Facebook,0.0498,17208.14,7.9,UK
CAMP00945,Beta Ltd,Social Media,46-60,53,LinkedIn,0.1809,12237.14,9.46,Australia
CAMP00946,Beta Ltd,Display,26-35,35,Email,0.2284,9083.35,2.03,Australia
CAMP00947,Delta Solutions,Influencer,46-60,54,YouTube,0.1463,9865.11,2.91,Australia
CAMP00948,Delta Solutions,Social Media,46-60,60,YouTube,0.2458,1262.24,5.53,Germany
CAMP00949,Alpha Corp,Search,18-25,80,Email,0.1265,23622.19,7.53,Australia
CAMP00950,Beta Ltd,Email,18-25,45,Instagram,0.2218,9480.38,1.71,UK
CAMP00951,Beta Ltd,Email,18-25,29,Instagram,0.2703,12332.74,0.98,India
CAMP00952,Alpha Corp,Display,18-25,11,Google,0.335,9250.32,5.89,Australia
CAMP00953,Beta Ltd,Email,36-45,65,Instagram,0.2272,9202.06,8.07,Australia
CAMP00954,Alpha Corp,Social Media,36-45,74,LinkedIn,0.1295,17297.55,3.33,Germany
CAMP00955,Beta Ltd,Display,46-60,40,Instagram,0.2552,16923.72,6.04,UK
CAMP00956,Delta Solutions,Social Media,46-60,79,LinkedIn,0.2835,20350.51,8.13,UK
CAMP00957,Alpha Corp,Influencer,36-45,45,Google,0.151,2258.89,0.77,Germany
CAMP00958,Delta Solutions,Social Media,26-35,46,LinkedIn,0.1333,21914.44,3.69,USA
CAMP00959,Alpha Corp,Search,36-45,8,Google,0.0618,23938.71,3.38,USA
CAMP00960,Beta Ltd,Social Media,26-35,50,YouTube,0.2401,24733.1,7.37,Germany
CAMP00961,Gamma Inc,Search,36-45,56,YouTube,0.1613,3655.4,6.83,India
CAMP00962,Delta Solutions,Display,46-60,47,LinkedIn,0.0552,12424.09,8.35,Australia
CAMP00963,Gamma Inc,Display,18-25,51,Google,0.2009,23506.55,5.71,UK
CAMP00964,Alpha Corp,Email,46-60,50,Facebook,0.3466,19093.94,2.66,USA
CAMP00965,Alpha Corp,Email,46-60,65,YouTube,0.0275,1974.93,4.61,Australia
CAMP00966,Beta Ltd,Social Media,18-25,13,Email,0.1853,21822.46,4.26,India
CAMP00967,Alpha Corp,Email,26-35,50,Facebook,0.3282,21044.37,6.84,Australia
CAMP00968,Delta Solutions,Search,46-60,42,Facebook,0.3361,19614.12,9.56,USA
CAMP00969,Beta Ltd,Email,46-60,34,Facebook,0.1262,10590.01,4.85,India
CAMP00970,Gamma Inc,Email,36-45,43,Facebook,0.0683,15991.22,6.57,UK
CAMP00971,Alpha Corp,Email,26-35,63,YouTube,0.153,18040.11,2.19,USA
CAMP00972,Beta Ltd,Influencer,18-25,90,Google,0.1183,10217.92,5.96,Germany
CAMP00973,Alpha Corp,Display,36-45,24,Google,0.1741,19708.01,7.42,UK
CAMP00974,Delta Solutions,Influencer,36-45,9,LinkedIn,0.2126,7195.55,7.76,USA
CAMP00975,Alpha Corp,Social Media,36-45,35,Google,0.2712,4999.04,9.75,USA
CAMP00976,Beta Ltd,Influencer,36-45,31,Email,0.2256,21543.03,9.88,Australia
CAMP00977,Beta Ltd,Search,26-35,10,LinkedIn,0.3133,8813.37,5.4,Germany
CAMP00978,Delta Solutions,Social Media,46-60,47,LinkedIn,0.2601,1890.91,8.68,UK
CAMP00979,Beta Ltd,Social Media,26-35,49,YouTube,0.1863,20901.08,7.5,Germany
CAMP00980,Delta Solutions,Search,36-45,77,Email,0.0506,20075.88,5.48,Australia
CAMP00981,Alpha Corp,Display,26-35,65,YouTube,0.2833,20158.57,0.79,UK
CAMP00982,Gamma Inc,Email,26-35,44,Google,0.2528,8851.65,9.78,Australia
CAMP00983,Delta Solutions,Email,36-45,61,Facebook,0.1243,15279.6,9.67,Australia
CAMP00984,Alpha Corp,Display,18-25,30,LinkedIn,0.0889,840.93,5.42,Australia
CAMP00985,Alpha Corp,Email,26-35,18,Instagram,0.2337,555.99,3.77,USA
CAMP00986,Beta Ltd,Search,18-25,51,Google,0.0386,6852.03,1.56,Germany
CAMP00987,Gamma Inc,Email,26-35,47,LinkedIn,0.2777,13370.04,1.02,UK
CAMP00988,Beta Ltd,Email,46-60,30,Instagram,0.0871,15207.73,8.13,Australia
CAMP00989,Beta Ltd,Social Media,46-60,82,Email,0.2118,3768.31,4.39,USA
CAMP00990,Beta Ltd,Search,46-60,52,YouTube,0.1132,21757.74,5.85,UK
CAMP00991,Beta Ltd,Search,36-45,53,Instagram,0.1723,24009.03,3.36,USA
CAMP00992,Beta Ltd,Social Media,36-45,64,YouTube,0.2822,3420.7,6.33,USA
CAMP00993,Alpha Corp,Social Media,26-35,29,Email,0.1076,20684.52,7.71,India
CAMP00994,Delta Solutions,Email,18-25,50,Google,0.0213,15548.83,8.98,USA
CAMP00995,Alpha Corp,Social Media,46-60,82,Email,0.0363,12808.76,5.21,UK
CAMP00996,Delta Solutions,Display,18-25,57,Facebook,0.0353,12482.06,3.35,Germany
CAMP00997,Beta Ltd,Email,46-60,78,Email,0.1661,18870.96,1.23,India
CAMP00998,Delta Solutions,Display,46-60,8,YouTube,0.0383,5618.42,8.61,Australia
CAMP00999,Delta Solutions,Influencer,46-60,66,Instagram,0.1503,15419.49,8.61,Australia
CAMP01000,Delta Solutions,Social Media,18-25,61,Instagram,0.2473,6903.16,3.86,India
CAMP01001,Delta Solutions,Influencer,46-60,82,Facebook,0.3092,2586.47,2.47,Germany
CAMP01002,Beta Ltd,Search,18-25,88,Email,0.0853,14045.55,6.9,UK
CAMP01003,Delta Solutions,Email,36-45,16,LinkedIn,0.3081,7080.89,7.69,UK
CAMP01004,Alpha Corp,Email,26-35,47,YouTube,0.3425,18695.02,7.36,India
CAMP01005,Beta Ltd,Search,36-45,85,YouTube,0.2227,16435.11,1.18,India
CAMP01006,Alpha Corp,Social Media,46-60,74,Instagram,0.2607,5995.9,9.85,UK
CAMP01007,Delta Solutions,Email,36-45,13,LinkedIn,0.1742,21608.28,5.67,Germany
CAMP01008,Gamma Inc,Email,18-25,52,YouTube,0.0354,9001.47,6.28,UK
CAMP01009,Delta Solutions,Email,18-25,34,Email,0.3364,17871.8,0.93,USA
CAMP01010,Alpha Corp,Display,46-60,65,LinkedIn,0.3314,7049.42,0.61,USA
CAMP01011,Alpha Corp,Influencer,26-35,49,Facebook,0.1197,5316.69,1.7,Germany
CAMP01012,Beta Ltd,Search,36-45,31,Email,0.0766,21576.69,4.21,USA
CAMP01013,Delta Solutions,Social Media,18-25,40,Instagram,0.0323,23007.3,9.48,Germany
CAMP01014,Beta Ltd,Email,26-35,88,Facebook,0.1793,9125.25,7.42,India
CAMP01015,Gamma Inc,Email,36-45,36,YouTube,0.3244,8216.77,9.99,Australia
CAMP01016,Delta Solutions,Email,18-25,23,Instagram,0.0239,17712.85,6.96,UK
CAMP01017,Gamma Inc,Influencer,26-35,14,LinkedIn,0.2179,6070.42,1.45,UK
CAMP01018,Gamma Inc,Email,46-60,18,Facebook,0.2941,21673.05,7.1,UK
CAMP01019,Alpha Corp,Social Media,36-45,9,YouTube,0.1391,708.61,6.59,India
CAMP01020,Gamma Inc,Influencer,26-35,8,Google,0.2181,3982.02,8.92,India
CAMP01021,Alpha Corp,Social Media,36-45,50,Facebook,0.1609,3457.21,5.67,India
CAMP01022,Alpha Corp,Influencer,46-60,51,Instagram,0.0322,8286.68,2.83,USA
CAMP01023,Delta Solutions,Social Media,26-35,73,Email,0.1815,21720.46,7.46,UK
CAMP01024,Delta Solutions,Search,26-35,58,LinkedIn,0.0403,16180.23,7.66,India
CAMP01025,Delta Solutions,Influencer,18-25,21,Google,0.2429,3133.08,5.38,Australia
CAMP01026,Alpha Corp,Social Media,46-60,60,Instagram,0.1154,2433.47,1.4,India
CAMP01027,Alpha Corp,Social Media,18-25,43,Email,0.2829,7566.6,4.43,Germany
CAMP01028,Gamma Inc,Email,26-35,19,Facebook,0.2096,15685.89,8.48,UK
CAMP01029,Delta Solutions,Search,36-45,60,LinkedIn,0.3279,15047.08,3.38,Germany
CAMP01030,Beta Ltd,Email,26-35,61,YouTube,0.2608,3298.46,7.45,India
CAMP01031,Alpha Corp,Search,46-60,41,Instagram,0.2565,19139.58,2.91,USA
CAMP01032,Alpha Corp,Social Media,18-25,19,Google,0.1136,15990.49,3.62,USA
CAMP01033,Beta Ltd,Social Media,18-25,7,Email,0.1603,24584.88,3.7,UK
CAMP01034,Beta Ltd,Display,46-60,69,Email,0.2635,14038.58,1.79,India
CAMP01035,Gamma Inc,Social Media,26-35,18,Google,0.2555,8519.43,3.84,India
CAMP01036,Beta Ltd,Email,36-45,28,Instagram,0.2454,3424.11,7.37,Germany
CAMP01037,Beta Ltd,Search,18-25,63,Email,0.0127,23017.96,4.31,India
CAMP01038,Gamma Inc,Display,26-35,41,Instagram,0.0159,1422.91,3.35,Germany
CAMP01039,Alpha Corp,Influencer,36-45,75,Facebook,0.0329,9043.84,7.16,India
CAMP01040,Alpha Corp,Social Media,26-35,36,LinkedIn,0.0207,13503.1,5.4,India
CAMP01041,Gamma Inc,Display,36-45,81,YouTube,0.2728,14459.89,4.64,Australia
CAMP01042,Gamma Inc,Social Media,46-60,36,Facebook,0.1959,14766.93,8.06,UK
CAMP01043,Beta Ltd,Display,26-35,12,Facebook,0.1817,18069.45,4.13,UK
CAMP01044,Alpha Corp,Influencer,26-35,67,Google,0.0391,3643.89,5.67,India
CAMP01045,Alpha Corp,Search,18-25,61,Google,0.2734,18123.99,0.8,USA
CAMP01046,Alpha Corp,Email,26-35,90,LinkedIn,0.0416,22293.17,3.72,USA
CAMP01047,Gamma Inc,Search,26-35,13,Facebook,0.0854,1245.95,2.75,UK
CAMP01048,Delta Solutions,Search,26-35,50,YouTube,0.2884,1377.29,8.91,USA
CAMP01049,Gamma Inc,Display,26-35,66,Instagram,0.2455,24788.81,0.7,UK
CAMP01050,Delta Solutions,Search,26-35,39,Email,0.0415,8142.59,7.15,Australia
CAMP01051,Delta Solutions,Influencer,18-25,27,Facebook,0.0351,11649.04,7.68,USA
CAMP01052,Gamma Inc,Display,36-45,30,Google,0.1482,8096.53,3.66,India
CAMP01053,Beta Ltd,Email,18-25,5,Instagram,0.2152,14133.92,2.94,India
CAMP01054,Delta Solutions,Email,46-60,58,Google,0.0939,17931.3,2.07,India
CAMP01055,Beta Ltd,Social Media,18-25,71,LinkedIn,0.209,19118.77,3.13,India
CAMP01056,Delta Solutions,Email,46-60,43,Google,0.1322,9207.03,9.18,Germany
CAMP01057,Alpha Corp,Influencer,26-35,8,Facebook,0.2101,6884.13,0.91,Australia
CAMP01058,Alpha Corp,Email,26-35,71,Email,0.2567,13892.48,4.84,Germany
CAMP01059,Beta Ltd,Search,26-35,83,Instagram,0.2967,9914.25,3.01,India
CAMP01060,Gamma Inc,Influencer,18-25,57,Email,0.0766,15741.73,7.11,India
CAMP01061,Beta Ltd,Email,26-35,12,YouTube,0.0389,15483.07,3.67,Germany
CAMP01062,Delta Solutions,Email,36-45,40,LinkedIn,0.0502,22414.1,3.79,USA
CAMP01063,Delta Solutions,Display,46-60,53,YouTube,0.0662,594.48,1.05,Germany
CAMP01064,Delta Solutions,Display,46-60,86,LinkedIn,0.1203,2995.28,9.15,Germany
CAMP01065,Alpha Corp,Social Media,46-60,47,Instagram,0.0197,19775.34,5.46,India
CAMP01066,Gamma Inc,Display,46-60,5,Facebook,0.2931,14797.22,1.16,UK
CAMP01067,Gamma Inc,Influencer,46-60,65,YouTube,0.2987,2031.4,7.64,India
CAMP01068,Alpha Corp,Social Media,36-45,64,Google,0.2525,23592.65,7.91,Australia
CAMP01069,Beta Ltd,Email,36-45,25,Facebook,0.1312,16434.91,4.88,USA
CAMP01070,Gamma Inc,Influencer,46-60,40,Facebook,0.2503,12406.89,9.8,Australia
CAMP01071,Alpha Corp,Display,46-60,8,YouTube,0.2054,19599.86,2.65,USA
CAMP01072,Delta Solutions,Social Media,36-45,15,Email,0.2352,15102.37,8.52,India
CAMP01073,Gamma Inc,Search,26-35,31,Instagram,0.0399,9645.77,8.54,Australia
CAMP01074,Gamma Inc,Email,46-60,12,LinkedIn,0.3074,7767.56,5.45,USA
CAMP01075,Beta Ltd,Email,46-60,28,Email,0.1286,11609.03,5.63,Germany
CAMP01076,Delta Solutions,Social Media,46-60,60,Facebook,0.1015,12143.53,1.57,Germany
CAMP01077,Gamma Inc,Email,36-45,37,LinkedIn,0.1429,17944.78,1.77,India
CAMP01078,Beta Ltd,Search,26-35,17,LinkedIn,0.0941,12088.57,4.52,UK
CAMP01079,Gamma Inc,Search,26-35,58,Google,0.348,949.38,9.22,USA
CAMP01080,Gamma Inc,Email,46-60,78,Instagram,0.2297,17273.95,2.54,USA
CAMP01081,Delta Solutions,Influencer,46-60,55,YouTube,0.3148,2205.4,5.01,UK
CAMP01082,Delta Solutions,Display,26-35,31,Instagram,0.3333,21235.1,1.11,UK
CAMP01083,Alpha Corp,Social Media,46-60,74,LinkedIn,0.2076,17852.76,3.34,Australia
CAMP01084,Alpha Corp,Display,36-45,34,Google,0.2822,15147.08,4.03,USA
CAMP01085,Gamma Inc,Search,26-35,6,Google,0.3178,11626.9,9.65,Australia
CAMP01086,Delta Solutions,Display,46-60,61,Email,0.061,4716.71,2.33,Germany
CAMP01087,Gamma Inc,Display,46-60,66,Instagram,0.1015,16547.4,1.46,USA
CAMP01088,Delta Solutions,Social Media,18-25,23,Google,0.1465,3182.61,1.01,USA
CAMP01089,Beta Ltd,Email,18-25,37,Google,0.2218,15311.37,5.46,USA
CAMP01090,Gamma Inc,Search,18-25,5,Email,0.2712,4991.79,5.43,India
CAMP01091,Gamma Inc,Search,18-25,45,Instagram,0.1273,15123.33,2.36,Germany
CAMP01092,Gamma Inc,Display,18-25,43,YouTube,0.2965,4203.4,2.85,UK
CAMP01093,Gamma Inc,Email,46-60,27,YouTube,0.2325,2814.81,3.53,Germany
CAMP01094,Alpha Corp,Email,26-35,50,YouTube,0.1365,12036.33,0.59,Australia
CAMP01095,Gamma Inc,Influencer,18-25,63,YouTube,0.2414,17888.97,8.26,Australia
CAMP01096,Alpha Corp,Search,26-35,43,Google,0.2997,6342.12,7.84,UK
CAMP01097,Gamma Inc,Email,46-60,73,Facebook,0.1242,12693.8,3.54,USA
CAMP01098,Alpha Corp,Search,46-60,44,Instagram,0.1416,20072.59,5.96,India
CAMP01099,Alpha Corp,Display,46-60,40,YouTube,0.2452,13961.18,3.62,UK
CAMP01100,Delta Solutions,Search,46-60,62,LinkedIn,0.1561,15129.67,0.75,UK
CAMP01101,Beta Ltd,Search,46-60,19,Facebook,0.0704,5893.9,6.1,USA
CAMP01102,Gamma Inc,Influencer,46-60,77,Instagram,0.3004,3550.23,7.36,India
CAMP01103,Beta Ltd,Email,46-60,57,Instagram,0.0785,4151.54,3.67,UK
CAMP01104,Delta Solutions,Search,26-35,36,Email,0.0938,24333.7,2.79,India
CAMP01105,Delta Solutions,Display,18-25,25,Facebook,0.3051,2622.15,3.01,UK
CAMP01106,Gamma Inc,Social Media,46-60,72,Instagram,0.2283,4211.92,3.82,UK
CAMP01107,Gamma Inc,Display,18-25,6,YouTube,0.1567,5539.5,4.94,UK
CAMP01108,Delta Solutions,Search,36-45,10,Facebook,0.1398,19804.67,7.67,India
CAMP01109,Beta Ltd,Social Media,26-35,57,YouTube,0.0723,10249.86,2.39,USA
CAMP01110,Delta Solutions,Influencer,26-35,46,Email,0.0331,19876.96,7.21,UK
CAMP01111,Delta Solutions,Search,46-60,19,Facebook,0.3192,10763.73,9.66,India
CAMP01112,Gamma Inc,Display,18-25,37,Google,0.0252,19971.0,2.21,Australia
CAMP01113,Alpha Corp,Social Media,46-60,72,LinkedIn,0.031,22439.07,5.32,India
CAMP01114,Alpha Corp,Search,18-25,45,YouTube,0.2657,11458.74,3.93,USA
CAMP01115,Beta Ltd,Search,26-35,50,Facebook,0.3139,24666.0,6.2,UK
CAMP01116,Beta Ltd,Search,18-25,12,YouTube,0.2513,23356.32,8.87,India
CAMP01117,Gamma Inc,Social Media,26-35,67,Facebook,0.0923,876.28,8.92,India
CAMP01118,Beta Ltd,Search,18-25,16,YouTube,0.102,14321.47,4.71,Australia
CAMP01119,Alpha Corp,Social Media,18-25,25,YouTube,0.3369,16599.49,7.69,USA
CAMP01120,Alpha Corp,Display,46-60,30,Instagram,0.248,21157.53,5.36,Germany
CAMP01121,Gamma Inc,Influencer,26-35,42,Instagram,0.2915,16997.32,7.83,Australia
CAMP01122,Delta Solutions,Search,36-45,28,Instagram,0.1618,17362.15,8.9,UK
CAMP01123,Gamma Inc,Display,36-45,75,Google,0.274,7596.31,7.26,UK
CAMP01124,Beta Ltd,Email,46-60,38,Email,0.3435,20603.28,1.08,India
CAMP01125,Alpha Corp,Influencer,46-60,8,Google,0.1313,2050.57,2.83,India
CAMP01126,Beta Ltd,Search,36-45,44,Google,0.119,16606.19,7.96,UK
CAMP01127,Alpha Corp,Influencer,18-25,15,Email,0.0246,5449.59,0.69,India
CAMP01128,Alpha Corp,Display,26-35,24,Instagram,0.2606,19256.61,5.42,Australia
CAMP01129,Gamma Inc,Social Media,18-25,55,Google,0.0918,19860.91,6.3,Australia
CAMP01130,Beta Ltd,Search,36-45,58,Email,0.0963,4782.23,8.29,Australia
CAMP01131,Alpha Corp,Influencer,26-35,62,LinkedIn,0.2249,19942.05,8.16,Australia
CAMP01132,Alpha Corp,Display,46-60,37,YouTube,0.2612,21018.64,1.2,Australia
CAMP01133,Beta Ltd,Influencer,18-25,77,Email,0.1485,1799.28,6.96,India
CAMP01134,Gamma Inc,Display,18-25,10,LinkedIn,0.3311,11035.16,8.01,UK
CAMP01135,Delta Solutions,Email,36-45,37,Email,0.065,5221.03,1.5,Australia
CAMP01136,Delta Solutions,Social Media,26-35,25,Google,0.1893,3596.94,5.11,Germany
CAMP01137,Delta Solutions,Influencer,26-35,8,LinkedIn,0.2199,20187.1,6.67,UK
CAMP01138,Gamma Inc,Search,46-60,53,Google,0.2199,7682.88,3.75,UK
CAMP01139,Alpha Corp,Social Media,18-25,9,Facebook,0.2333,16277.91,4.02,USA
CAMP01140,Beta Ltd,Social Media,46-60,57,Instagram,0.2255,590.2,1.48,Australia
CAMP01141,Beta Ltd,Display,46-60,78,Instagram,0.2792,2446.63,7.86,Australia
CAMP01142,Alpha Corp,Influencer,46-60,73,Facebook,0.2868,15450.9,2.75,Australia
CAMP01143,Delta Solutions,Search,46-60,63,Instagram,0.3423,9571.68,4.63,UK
CAMP01144,Delta Solutions,Email,36-45,26,Instagram,0.3295,22052.78,5.41,India
CAMP01145,Delta Solutions,Search,36-45,61,Email,0.1868,2514.86,1.33,USA
CAMP01146,Alpha Corp,Influencer,36-45,53,Email,0.25,15782.06,4.6,India
CAMP01147,Beta Ltd,Email,36-45,47,Google,0.1468,17720.61,1.95,Germany
CAMP01148,Beta Ltd,Display,18-25,45,Google,0.2312,15474.88,2.71,Germany
CAMP01149,Alpha Corp,Display,36-45,17,Google,0.0125,17177.38,3.88,India
CAMP01150,Delta Solutions,Search,36-45,77,Instagram,0.135,6608.59,5.15,Germany
CAMP01151,Delta Solutions,Email,46-60,76,YouTube,0.3209,19295.82,4.62,India
CAMP01152,Gamma Inc,Influencer,18-25,67,Google,0.2395,14089.13,1.18,Germany
CAMP01153,Gamma Inc,Search,46-60,52,Facebook,0.0159,19807.06,3.83,UK
CAMP01154,Gamma Inc,Display,46-60,16,Google,0.1877,3483.24,0.87,UK
CAMP01155,Beta Ltd,Influencer,18-25,59,YouTube,0.1344,3612.21,2.88,USA
CAMP01156,Alpha Corp,Social Media,46-60,87,YouTube,0.285,10190.23,1.31,USA
CAMP01157,Delta Solutions,Social Media,26-35,16,Email,0.049,10051.64,2.09,Australia
CAMP01158,Delta Solutions,Social Media,26-35,35,Email,0.2154,3647.45,5.27,USA
CAMP01159,Beta Ltd,Social Media,46-60,82,Email,0.2521,2489.51,9.31,USA
CAMP01160,Beta Ltd,Search,46-60,87,LinkedIn,0.2125,2479.0,2.35,USA
CAMP01161,Gamma Inc,Search,36-45,43,Facebook,0.1033,1783.28,7.44,UK
CAMP01162,Gamma Inc,Search,26-35,29,Email,0.2797,1312.08,0.92,Germany
CAMP01163,Delta Solutions,Email,26-35,29,LinkedIn,0.2798,20290.06,3.69,India
CAMP01164,Gamma Inc,Email,18-25,45,LinkedIn,0.1327,23407.1,4.31,UK
CAMP01165,Alpha Corp,Email,18-25,32,Facebook,0.1007,10929.04,1.53,USA
CAMP01166,Delta Solutions,Social Media,26-35,52,Instagram,0.2357,5075.14,6.55,India
CAMP01167,Beta Ltd,Influencer,18-25,11,Email,0.1351,8545.03,1.88,India
CAMP01168,Beta Ltd,Social Media,36-45,10,Instagram,0.1274,20553.64,8.11,UK
CAMP01169,Gamma Inc,Display,18-25,5,Email,0.1632,23266.66,6.12,UK
CAMP01170,Gamma Inc,Social Media,36-45,66,Facebook,0.1658,6347.81,7.54,India
CAMP01171,Beta Ltd,Search,26-35,84,Facebook,0.2921,1249.92,2.06,India
CAMP01172,Delta Solutions,Search,46-60,14,Instagram,0.334,8061.16,3.51,Germany
CAMP01173,Delta Solutions,Influencer,36-45,83,YouTube,0.2526,9941.44,7.2,Germany
CAMP01174,Gamma Inc,Search,36-45,19,LinkedIn,0.04,573.69,4.81,Germany
CAMP01175,Alpha Corp,Influencer,46-60,9,Email,0.1248,17194.92,6.51,UK
CAMP01176,Delta Solutions,Social Media,36-45,29,YouTube,0.0745,3550.31,4.43,UK
CAMP01177,Alpha Corp,Influencer,18-25,30,Instagram,0.2355,2505.11,6.89,Australia
CAMP01178,Gamma Inc,Social Media,18-25,87,LinkedIn,0.2134,18118.82,6.59,USA
CAMP01179,Alpha Corp,Social Media,46-60,14,Instagram,0.344,19384.17,3.35,Australia
CAMP01180,Alpha Corp,Social Media,26-35,88,LinkedIn,0.1622,5008.69,8.88,Germany
CAMP01181,Gamma Inc,Search,18-25,79,Instagram,0.0459,19328.01,7.46,Australia
CAMP01182,Delta Solutions,Display,18-25,47,Instagram,0.2135,7788.48,1.15,Germany
CAMP01183,Gamma Inc,Search,46-60,62,Facebook,0.1348,8048.98,0.86,Germany
CAMP01184,Beta Ltd,Influencer,26-35,50,Instagram,0.0705,3499.59,7.3,UK
CAMP01185,Beta Ltd,Display,36-45,83,Email,0.1361,6049.59,6.5,Germany
CAMP01186,Delta Solutions,Display,36-45,23,LinkedIn,0.091,1449.84,9.28,USA
CAMP01187,Gamma Inc,Influencer,36-45,87,Google,0.0771,16963.08,6.92,Germany
CAMP01188,Gamma Inc,Social Media,46-60,40,Instagram,0.1744,21358.57,2.48,USA
CAMP01189,Beta Ltd,Display,18-25,85,Email,0.2854,1684.43,0.9,USA
CAMP01190,Delta Solutions,Search,46-60,89,Email,0.3111,6757.49,5.56,India
CAMP01191,Gamma Inc,Influencer,18-25,77,YouTube,0.0985,8982.08,5.21,Australia
CAMP01192,Delta Solutions,Email,18-25,73,Instagram,0.1625,10117.38,9.41,India
CAMP01193,Delta Solutions,Social Media,36-45,42,Google,0.2966,20693.06,7.23,USA
CAMP01194,Alpha Corp,Social Media,46-60,64,LinkedIn,0.3462,1550.49,9.05,Australia
CAMP01195,Delta Solutions,Search,18-25,26,Instagram,0.299,15545.78,7.69,Germany
